"b","f","n","blurring","five_means_ce","five_means_pe","four_means_ce","four_means_pe","three_means_ce","three_means_pe","two_means_ce","two_means_pe",SCT_ce,"SCT_pe"
10,152,24,2,0.49429657794676807,0.32452830188679244,-3.03041825095057,-5.615094339622641,-2.9543726235741445,-5.6987840670859535,-0.564638783269962,-0.8564360587002097
44,235,7,2,0.5141776937618148,0.39738152314217223,1.0,-7.297990042411949,1.0,-7.297990042411949,0.22306238185255198,-0.8353309976028028
29,88,12,2,0.5126705653021443,0.29471788715486197,1.0,-8.003601440576231,1.0,-8.003601440576231,-1.8362573099415205,-1.3438375350140057
6,187,20,2,0.46265560165975106,0.503390979993218,-3.103734439834025,-5.131146151237708,-3.219917012448133,-5.275093251949814,0.14522821576763487,-0.7299932180400136
27,183,23,2,0.47534516765285995,0.4787393256448631,0.8224852071005917,-6.912052117263844,0.8520710059171598,-6.914076943392904,-0.3057199211045365,-0.8646007571089004
37,170,13,2,0.5411764705882353,0.5316434586842325,1.0,-6.504377553572917,1.0,-6.504377553572917,0.2372549019607843,-0.7404319186191946
16,103,7,2,0.5402298850574713,0.5408822443706165,1.0,-7.305647840531561,1.0,-7.305647840531561,0.21264367816091953,-0.7817460317460317
20,74,25,2,0.351129363449692,0.23862788963460105,-0.37782340862423,-6.336150468141519,-0.28952772073921973,-6.347419007374264,-1.7166324435318274,-1.8599718286519182
6,108,19,2,0.4671968190854871,0.28721232368225685,-2.914512922465209,-5.727264291017075,-3.0656063618290257,-5.879547141796585,-1.31610337972167,-1.073589458054937
11,122,7,2,0.4533898305084746,0.5489084447453038,0.9788135593220338,-6.614401760027078,0.9915254237288136,-6.615163310204772,0.19703389830508475,-0.7421729565070232
31,165,11,2,0.4881720430107527,0.5347946181947786,1.0,-7.019246190858059,1.0,-7.019246190858059,0.221505376344086,-0.7517597790252161
27,90,25,2,0.4360587002096436,0.2165639724537876,0.7253668763102725,-7.137549836897427,0.7589098532494759,-7.139815150416817,-2.1362683438155137,-1.9507973903588256
45,153,6,2,0.5698324022346368,0.5452649540240782,1.0,-7.53161437103043,1.0,-7.53161437103043,0.25139664804469275,-0.834676272632477
42,226,20,2,0.4879518072289157,0.5157790035265395,1.0,-7.1381680079573195,1.0,-7.1381680079573195,0.13855421686746988,-0.7985351297585677
14,80,12,2,0.4709193245778612,0.27912857420735265,0.7861163227016885,-7.737307916747715,0.851782363977486,-7.742170783894184,-1.2439024390243902,-1.1634895934643066
4,153,5,2,0.5252918287937743,0.5224436741767764,-2.3268482490272375,-6.266031195840554,-1.4494163424124513,-6.4896013864818025,0.23346303501945526,-0.7716637781629117
48,209,10,2,0.5019762845849802,0.5364525733730328,1.0,-6.656316461080391,1.0,-6.656316461080391,0.2608695652173913,-0.7475967673330498
38,200,7,2,0.5854616895874263,0.5553491101114806,1.0,-7.801095247408567,1.0,-7.801095247408567,0.23968565815324164,-0.8442206141208684
46,116,20,2,0.39156626506024095,0.31085420680796405,1.0,-6.22543352601156,1.0,-6.22543352601156,-1.9598393574297188,-1.1842485549132948
