Threshold,nT,second_derivative
4570.0 , 0.005452510393348257, -3.1979533098817383E-7
4580.0 , 0.005292612727854173, 4.796929964822563E-7
4590.0 , 0.0051806843620083145, -1.5989766549408257E-7
4600.0 , 0.0050527662296130475, -3.1979533098816515E-7
4610.0 , 0.004892868564118964, -8.673617379884036E-21
4620.0 , 0.00473297089862488, 1.1192836584585953E-6
4630.0 , 0.004685001598976655, -6.39590661976339E-7
4640.0 , 0.004573073233130796, 0.0
4650.0 , 0.004461144867284938, -6.39590661976339E-7
4660.0 , 0.004285257435241445, 8.673617379884036E-21
4670.0 , 0.004109370003197953, 4.796929964822478E-7
4680.0 , 0.0039814518708026865, 1.5989766549408257E-7
4690.0 , 0.003869523504956828, -3.1979533098817383E-7
4700.0 , 0.003725615606012152, 1.119283658458591E-6
4710.0 , 0.0036936360729133357, -7.994883274704216E-7
4720.0 , 0.003581707707067477, 9.593859929644998E-7
4730.0 , 0.0035657179405180683, -1.5989766549408345E-6
4740.0 , 0.003389830508474576, 7.994883274704216E-7
4750.0 , 0.003293891909178126, 4.796929964822478E-7
4760.0 , 0.003245922609529901, 0.0
4770.0 , 0.0031979533098816758, -1.5989766549408257E-7
4780.0 , 0.0031339942436840423, -4.796929964822521E-7
4790.0 , 0.0030220658778381836, 3.1979533098816515E-7
4800.0 , 0.0029421170450911415, 1.5989766549408691E-7
4810.0 , 0.002878157978893508, 0.0
4820.0 , 0.0028141989126958746, -3.197953309881695E-7
4830.0 , 0.002718260313399424, 1.5989766549408691E-7
4840.0 , 0.0026383114806523824, 4.796929964822521E-7
4850.0 , 0.002606331947553566, 1.5989766549407823E-7
4860.0 , 0.0025903421810041572, -7.994883274704129E-7
4870.0 , 0.0024944035817077072, 7.994883274704129E-7
4880.0 , 0.0024784138151582986, -7.994883274704129E-7
4890.0 , 0.0023824752158618486, 4.796929964822478E-7
4900.0 , 0.0023345059162136234, -3.197953309881695E-7
4910.0 , 0.0022545570834665812, 3.1979533098817383E-7
4920.0 , 0.0022065877838183564, 1.5989766549407823E-7
4930.0 , 0.0021746082507195395, -1.5989766549408257E-7
4940.0 , 0.0021266389510713143, -3.1979533098816515E-7
4950.0 , 0.0020466901183242726, 4.796929964822478E-7
4960.0 , 0.0020147105852254556, -1.5989766549408257E-7
4970.0 , 0.0019667412855772304, 1.5989766549408691E-7
4980.0 , 0.001934761752478414, 1.598976654940804E-7
4990.0 , 0.0019187719859290054, -1.5989766549408257E-7
5000.0 , 0.0018867924528301887, -1.5989766549408474E-7
5010.0 , 0.0018388231531819635, 3.197953309881695E-7
5020.0 , 0.0018228333866325552, -1.5989766549408474E-7
5030.0 , 0.0017908538535337385, -1.5989766549408474E-7
5040.0 , 0.0017428845538855133, 4.796929964822521E-7
5050.0 , 0.0017428845538855133, -3.197953309881673E-7
5060.0 , 0.0017109050207866966, -1.5989766549408474E-7
5070.0 , 0.0016629357211384714, 1.5989766549408474E-7
5080.0 , 0.0016309561880396546, -4.796929964822521E-7
5090.0 , 0.0015510073552926127, 3.197953309881695E-7
5100.0 , 0.0015030380556443877, -2.168404344971009E-21
5110.0 , 0.0014550687559961625, 4.796929964822521E-7
5120.0 , 0.0014550687559961625, -7.994883274704194E-7
5130.0 , 0.0013751199232491206, 6.395906619763346E-7
5140.0 , 0.001359130156699712, -1.5989766549408257E-7
5150.0 , 0.0013271506236008953, -1.5989766549408257E-7
5160.0 , 0.0012791813239526704, 1.5989766549408257E-7
5170.0 , 0.0012472017908538536, 3.197953309881673E-7
5180.0 , 0.0012472017908538536, -4.796929964822521E-7
5190.0 , 0.0011992324912056284, 4.796929964822521E-7
5200.0 , 0.0011992324912056284, 0.0
5210.0 , 0.0011992324912056284, -3.197953309881673E-7
5220.0 , 0.0011672529581068117, 3.197953309881673E-7
5230.0 , 0.0011672529581068117, -1.5989766549408474E-7
5240.0 , 0.0011512631915574032, 2.168404344971009E-21
5250.0 , 0.001135273425007995, -2.168404344971009E-21
5260.0 , 0.0011192836584585865, -4.796929964822499E-7
5270.0 , 0.001055324592260953, 4.796929964822499E-7
5280.0 , 0.0010393348257115445, 2.168404344971009E-21
5290.0 , 0.0010233450591621363, -6.395906619763369E-7
5300.0 , 9.433962264150943E-4, 3.197953309881695E-7
5310.0 , 8.954269267668692E-4, 1.5989766549408257E-7
5320.0 , 8.634473936680524E-4, 3.1979533098816843E-7
5330.0 , 8.634473936680524E-4, -1.5989766549408366E-7
5340.0 , 8.47457627118644E-4, -4.79692996482251E-7
5350.0 , 7.834985609210106E-4, 1.5989766549408257E-7
5360.0 , 7.355292612727854E-4, 4.796929964822521E-7
5370.0 , 7.355292612727854E-4, -1.5989766549408366E-7
5380.0 , 7.19539494723377E-4, 1.5989766549408366E-7
5390.0 , 7.19539494723377E-4, -4.79692996482251E-7
5400.0 , 6.715701950751519E-4, 3.197953309881673E-7
5410.0 , 6.555804285257435E-4, 0.0
5420.0 , 6.395906619763352E-4, 1.5989766549408366E-7
5430.0 , 6.395906619763352E-4, -6.395906619763357E-7
5440.0 , 5.756315957787016E-4, 4.796929964822521E-7
5450.0 , 5.596418292292932E-4, 0.0
5460.0 , 5.436520626798849E-4, 1.5989766549408366E-7
5470.0 , 5.436520626798849E-4, 0.0
5480.0 , 5.436520626798849E-4, 0.0
5490.0 , 5.436520626798849E-4, -3.197953309881673E-7
5500.0 , 5.116725295810681E-4, 1.5989766549408366E-7
5510.0 , 4.956827630316598E-4, 0.0
5520.0 , 4.7969299648225136E-4, 1.5989766549408421E-7
5530.0 , 4.7969299648225136E-4, 0.0
5540.0 , 4.7969299648225136E-4, -1.5989766549408313E-7
5550.0 , 4.63703229932843E-4, 0.0
5560.0 , 4.477134633834346E-4, 1.5989766549408366E-7
5570.0 , 4.477134633834346E-4, -1.5989766549408421E-7
5580.0 , 4.317236968340262E-4, 1.5989766549408421E-7
5590.0 , 4.317236968340262E-4, 0.0
5600.0 , 4.317236968340262E-4, -1.5989766549408366E-7
5610.0 , 4.1573393028461784E-4, 1.5989766549408366E-7
5620.0 , 4.1573393028461784E-4, 0.0
5630.0 , 4.1573393028461784E-4, 0.0
5640.0 , 4.1573393028461784E-4, -1.5989766549408366E-7
5650.0 , 3.9974416373520947E-4, 0.0
5660.0 , 3.837543971858011E-4, -5.421010862427522E-22
5670.0 , 3.677646306363927E-4, 1.5989766549408421E-7
5680.0 , 3.677646306363927E-4, -1.5989766549408366E-7
5690.0 , 3.517748640869843E-4, 1.5989766549408366E-7
5700.0 , 3.517748640869843E-4, -1.5989766549408366E-7
5710.0 , 3.3578509753757595E-4, 1.5989766549408366E-7
5720.0 , 3.3578509753757595E-4, -1.5989766549408366E-7
5730.0 , 3.197953309881676E-4, 1.5989766549408366E-7
5740.0 , 3.197953309881676E-4, 0.0
5750.0 , 3.197953309881676E-4, -1.5989766549408421E-7
5760.0 , 3.0380556443875917E-4, 5.421010862427522E-22
5770.0 , 2.878157978893508E-4, 1.5989766549408366E-7
5780.0 , 2.878157978893508E-4, 0.0
5790.0 , 2.878157978893508E-4, 0.0
5800.0 , 2.878157978893508E-4, 0.0
5810.0 , 2.878157978893508E-4, -1.5989766549408366E-7
5820.0 , 2.7182603133994244E-4, 1.5989766549408366E-7
5830.0 , 2.7182603133994244E-4, 0.0
5840.0 , 2.7182603133994244E-4, 0.0
5850.0 , 2.7182603133994244E-4, -1.5989766549408366E-7
5860.0 , 2.5583626479053407E-4, 1.5989766549408366E-7
5870.0 , 2.5583626479053407E-4, 0.0
5880.0 , 2.5583626479053407E-4, 0.0
5890.0 , 2.5583626479053407E-4, -1.5989766549408366E-7
5900.0 , 2.3984649824112568E-4, 0.0
5910.0 , 2.238567316917173E-4, 1.5989766549408366E-7
5920.0 , 2.238567316917173E-4, 0.0
5930.0 , 2.238567316917173E-4, -1.5989766549408392E-7
5940.0 , 2.0786696514230892E-4, 1.5989766549408392E-7
5950.0 , 2.0786696514230892E-4, 0.0
5960.0 , 2.0786696514230892E-4, -1.5989766549408366E-7
5970.0 , 1.9187719859290055E-4, 1.5989766549408366E-7
5980.0 , 1.9187719859290055E-4, 0.0
5990.0 , 1.9187719859290055E-4, 0.0
6000.0 , 1.9187719859290055E-4, 0.0
6010.0 , 1.9187719859290055E-4, 0.0
6020.0 , 1.9187719859290055E-4, 0.0
6030.0 , 1.9187719859290055E-4, 0.0
6040.0 , 1.9187719859290055E-4, 0.0
6050.0 , 1.9187719859290055E-4, 0.0
6060.0 , 1.9187719859290055E-4, 0.0
6070.0 , 1.9187719859290055E-4, 0.0
6080.0 , 1.9187719859290055E-4, 0.0
6090.0 , 1.9187719859290055E-4, 0.0
6100.0 , 1.9187719859290055E-4, 0.0
6110.0 , 1.9187719859290055E-4, -1.5989766549408392E-7
6120.0 , 1.7588743204349216E-4, 1.5989766549408392E-7
6130.0 , 1.7588743204349216E-4, -3.197953309881676E-7
6140.0 , 1.439078989446754E-4, 3.197953309881676E-7
6150.0 , 1.439078989446754E-4, -3.197953309881673E-7
6160.0 , 1.1192836584585866E-4, 3.197953309881675E-7
6170.0 , 1.1192836584585866E-4, 0.0
6180.0 , 1.1192836584585866E-4, -1.598976654940838E-7
6190.0 , 9.593859929645028E-5, 1.598976654940838E-7
6200.0 , 9.593859929645028E-5, -1.598976654940838E-7
6210.0 , 7.99488327470419E-5, 1.598976654940838E-7
6220.0 , 7.99488327470419E-5, 0.0
6230.0 , 7.99488327470419E-5, 0.0
6240.0 , 7.99488327470419E-5, 0.0
6250.0 , 7.99488327470419E-5, 0.0
6260.0 , 7.99488327470419E-5, -1.598976654940838E-7
6270.0 , 6.395906619763352E-5, 1.598976654940838E-7
6280.0 , 6.395906619763352E-5, -1.598976654940838E-7
6290.0 , 4.796929964822514E-5, 1.598976654940838E-7
6300.0 , 4.796929964822514E-5, 0.0
6310.0 , 4.796929964822514E-5, 0.0
6320.0 , 4.796929964822514E-5, 0.0
6330.0 , 4.796929964822514E-5, 0.0
6340.0 , 4.796929964822514E-5, 0.0
6350.0 , 4.796929964822514E-5, 0.0
6360.0 , 4.796929964822514E-5, -1.598976654940838E-7
6370.0 , 3.197953309881676E-5, 1.598976654940838E-7
6380.0 , 3.197953309881676E-5, 0.0
6390.0 , 3.197953309881676E-5, 0.0
6400.0 , 3.197953309881676E-5, 0.0
6410.0 , 3.197953309881676E-5, -1.598976654940838E-7
6420.0 , 1.598976654940838E-5, 1.598976654940838E-7
6430.0 , 1.598976654940838E-5, 0.0
6440.0 , 1.598976654940838E-5, 0.0
6450.0 , 1.598976654940838E-5, 0.0
6460.0 , 1.598976654940838E-5, 0.0
6470.0 , 1.598976654940838E-5, 0.0
6480.0 , 1.598976654940838E-5, 0.0
6490.0 , 1.598976654940838E-5, 0.0
6500.0 , 1.598976654940838E-5, 0.0
6510.0 , 1.598976654940838E-5, 0.0
6520.0 , 1.598976654940838E-5, 0.0
6530.0 , 1.598976654940838E-5, 0.0

