Threshold,nT,second_derivative
10.0 , 0.9543844696969697, 1.3191287878787982E-4
20.0 , 0.9373958333333333, 1.9696969696969548E-5
30.0 , 0.9223768939393939, 9.469696969697239E-6
40.0 , 0.9083049242424243, -5.492424242424798E-6
50.0 , 0.8936837121212121, 1.4299242424242742E-5
60.0 , 0.8804924242424242, 1.3920454545454097E-5
70.0 , 0.8686931818181818, 7.291666666667807E-6
80.0 , 0.8576231060606061, 3.2196969696962617E-6
90.0 , 0.846875, 1.3068181818181034E-5
100.0 , 0.8374337121212121, -4.9242424242412764E-6
110.0 , 0.8275, -1.0416666666668296E-6
120.0 , 0.8174621212121213, 2.8409090909087274E-6
130.0 , 0.8077083333333334, 7.95454545454488E-6
140.0 , 0.79875, 2.840909090909838E-6
150.0 , 0.7900757575757575, 7.3863636363635795E-6
160.0 , 0.7821401515151515, 6.344696969696751E-6
170.0 , 0.7748390151515151, 8.238636363636643E-6
180.0 , 0.7683617424242424, 2.083333333333659E-6
190.0 , 0.762092803030303, 5.5871212121205715E-6
200.0 , 0.7563825757575757, 3.7878787878864453E-7
210.0 , 0.7507102272727273, 1.7045454545450145E-6
220.0 , 0.7452083333333334, 5.5871212121205715E-6
230.0 , 0.7402651515151515, 3.219696969697372E-6
240.0 , 0.7356439393939394, 1.609848484849241E-6
250.0 , 0.7311837121212121, 3.409090909090029E-6
260.0 , 0.7270643939393939, -1.3257575757574802E-6
270.0 , 0.7228125, 3.5984848484849065E-6
280.0 , 0.7189204545454545, 5.303030303031031E-6
290.0 , 0.7155587121212121, 2.8409090909087274E-6
300.0 , 0.7124810606060606, 5.681818181813014E-7
310.0 , 0.7094602272727273, 3.503787878788023E-6
320.0 , 0.7067897727272727, 1.136363636363713E-6
330.0 , 0.7042329545454545, -1.8939393939387817E-6
340.0 , 0.7014867424242425, 4.640151515150626E-6
350.0 , 0.6992045454545455, 9.469696969688357E-8
360.0 , 0.6969318181818182, 4.7348484848552806E-7
370.0 , 0.6947064393939394, 8.522727272730624E-7
380.0 , 0.6925662878787879, 1.6098484848470206E-6
390.0 , 0.6905871212121212, -5.681818181801913E-7
400.0 , 0.6885511363636364, -6.628787878804055E-7
410.0 , 0.6864488636363636, 2.2727272727285365E-6
420.0 , 0.6845738636363636, -7.575757575761788E-7
430.0 , 0.682623106060606, 1.3257575757574802E-6
440.0 , 0.6808049242424242, 2.5568181818180767E-6
450.0 , 0.6792424242424242, -6.62878787878185E-7
460.0 , 0.6776136363636364, -9.469696969688357E-8
470.0 , 0.6759753787878788, -3.7878787878864453E-7
480.0 , 0.6742992424242424, 0.0
490.0 , 0.672623106060606, 4.7348484848552806E-7
500.0 , 0.6709943181818182, 1.8939393939376714E-7
510.0 , 0.6693844696969697, -1.5151515151523576E-6
520.0 , 0.667623106060606, 2.178030303031653E-6
530.0 , 0.6660795454545455, -4.734848484866383E-7
540.0 , 0.6644886363636363, 3.787878787897547E-7
550.0 , 0.6629356060606061, 1.9886363636356654E-6
560.0 , 0.6615814393939394, -1.7992424242430083E-6
570.0 , 0.6600473484848485, -6.62878787878185E-7
580.0 , 0.6584469696969697, 5.681818181813014E-7
590.0 , 0.656903409090909, 1.2310606060617068E-6
600.0 , 0.6554829545454546, -2.840909090909838E-6
610.0 , 0.6537784090909091, 2.4621212121211935E-6
620.0 , 0.6523200757575758, -2.272727272727426E-6
630.0 , 0.6506344696969697, -1.2310606060605967E-6
640.0 , 0.6488257575757576, 8.522727272730624E-7
650.0 , 0.6471022727272727, 6.62878787878185E-7
660.0 , 0.6454450757575757, 1.1102230246251566E-18
670.0 , 0.6437878787878788, -2.2727272727285365E-6
680.0 , 0.641903409090909, 1.9886363636378855E-6
690.0 , 0.6402178030303031, -3.7878787878864453E-7
700.0 , 0.6384943181818182, 1.8939393939376714E-7
710.0 , 0.6367897727272728, -3.7878787878864453E-7
720.0 , 0.6350473484848485, -1.0416666666657193E-6
730.0 , 0.6332007575757576, 1.3257575757574802E-6
740.0 , 0.6314867424242424, -2.3674242424243098E-6
750.0 , 0.6295359848484848, 2.083333333333659E-6
760.0 , 0.6277935606060606, -1.136363636363713E-6
770.0 , 0.6259375, -6.628787878792952E-7
780.0 , 0.6240151515151515, 8.522727272730624E-7
790.0 , 0.6221780303030303, -1.7045454545461248E-6
800.0 , 0.6201704545454545, -1.32575757575637E-6
810.0 , 0.618030303030303, 9.469696969688357E-7
820.0 , 0.6159848484848485, -3.409090909090029E-6
830.0 , 0.6135984848484849, 3.2196969696962617E-6
840.0 , 0.6115340909090909, -1.136363636363713E-6
850.0 , 0.6093560606060606, 1.136363636363713E-6
860.0 , 0.6072916666666667, -5.587121212121682E-6
870.0 , 0.6046685606060606, 2.36742424242542E-6
880.0 , 0.602282196969697, 2.1780303030294323E-6
890.0 , 0.6001136363636363, -1.136363636363713E-6
900.0 , 0.5978314393939393, -1.799242424241898E-6
910.0 , 0.5953693181818182, 8.522727272730624E-7
920.0 , 0.5929924242424243, -5.776515151515449E-6
930.0 , 0.5900378787878788, 4.734848484847509E-6
940.0 , 0.5875568181818182, -3.409090909090029E-6
950.0 , 0.5847348484848485, 2.4621212121211935E-6
960.0 , 0.5821590909090909, 8.522727272730624E-7
970.0 , 0.5796685606060606, -3.977272727273551E-6
980.0 , 0.576780303030303, -1.799242424241898E-6
990.0 , 0.5737121212121212, 1.136363636363713E-6
1000.0 , 0.5707575757575758, 1.0416666666657193E-6
1010.0 , 0.5679071969696969, -2.1780303030294323E-6
1020.0 , 0.5648390151515151, -2.840909090906507E-7
1030.0 , 0.5617424242424243, 3.1249999999993784E-6
1040.0 , 0.5589583333333333, -3.503787878788023E-6
1050.0 , 0.5558238636363636, 1.8939393939487736E-7
1060.0 , 0.5527083333333334, -1.0416666666679398E-6
1070.0 , 0.5494886363636363, 6.628787878804055E-7
1080.0 , 0.5463352272727273, -3.5984848484860165E-6
1090.0 , 0.5428219696969697, 4.356060606061085E-6
1100.0 , 0.5397443181818182, 3.787878787875343E-7
1110.0 , 0.5367045454545455, -8.238636363636643E-6
1120.0 , 0.5328409090909091, 1.609848484849241E-6
1130.0 , 0.5291382575757576, 2.6515151515149604E-6
1140.0 , 0.5257007575757576, 2.6515151515149604E-6
1150.0 , 0.5225284090909091, -6.439393939394744E-6
1160.0 , 0.5187121212121212, 4.640151515152846E-6
1170.0 , 0.5153598484848485, -9.46969696969946E-7
