"b","f","n","five_means_ce","five_means_pe","four_means_ce","four_means_pe","three_means_ce","three_means_pe","two_means_ce","two_means_pe",SCT_ce,"SCT_pe"
3,233,20,1.0,-6.492507492507492,0.012145748987854251,4.995004995004995E-4,-2.3562753036437245,-3.99025974025974,-2.435222672064777,-4.013070263070263,-0.6194331983805668,-0.4030969030969031
12,238,11,1.0,-6.905138339920948,0.0018726591760299626,8.78348704435661E-5,-3.938202247191011,-6.545103205972771,-3.7771535580524342,-6.562845849802372,0.12359550561797752,-0.34264382960035134
19,226,12,1.0,-7.815750808110491,0.005791505791505791,2.938583602703497E-4,-0.16795366795366795,-7.749044960329122,-0.11776061776061776,-7.752375355078852,0.021235521235521235,-0.46664707610931533
3,180,24,1.0,-6.354142833796372,0.052,0.0032685079261317207,-2.168,-3.8208857656479815,-2.27,-3.841313940186305,-3.77,-0.6933322438306913
44,111,10,1.0,-6.530750564806293,0.051440329218107,0.003765375282403146,1.0,-6.530750564806293,1.0,-6.530750564806293,-4.919753086419753,-0.8487155886536691
33,111,7,1.0,-7.465011286681715,0.0125,4.7027840481565086E-4,1.0,-7.465011286681715,1.0,-7.465011286681715,-1.6875,-0.5705417607223476
5,144,21,1.0,-6.867820613690008,0.048,0.004196170993968004,-3.666,-4.472331497508524,-3.782,-4.499431768511234,-5.254,-0.964769647696477
36,141,19,1.0,-6.6778706705340385,0.05858585858585859,0.010237160894045385,0.7575757575757576,-6.6671216515952905,0.7616161616161616,-6.667292270943525,-5.870707070707071,-1.12557584030029
36,146,7,1.0,-8.264024704065877,0.004123711340206186,2.058672156459084E-4,1.0,-8.264024704065877,1.0,-8.264024704065877,-0.2865979381443299,-0.5109624292331446
27,219,13,1.0,-6.647858599592114,0.004132231404958678,1.699524133242692E-4,0.8946280991735537,-6.643439836845683,0.9008264462809917,-6.6436947654656695,0.02066115702479339,-0.34967709041468387
5,61,22,1.0,-6.890583903208838,-0.6804347826086956,0.1557075223566544,-4.084782608695652,-4.327108539365247,-4.6,-4.422584604594073,-3.9043478260869566,-2.2681921795546205
2,124,10,1.0,-6.635530669381522,0.011428571428571429,5.090353779587681E-4,-2.08,-4.074658522100619,-2.255238095238095,-4.11987783150929,-0.43047619047619046,-0.4104521930940867
1,212,19,1.0,-6.4202325006183525,0.013015184381778741,4.946821667078902E-4,-0.9869848156182213,-3.5771291944925387,-1.0759219088937093,-3.599060103883255,-0.841648590021692,-0.3845329375876
5,199,22,1.0,-5.969720436769148,0.04590818363273453,0.0025555641601486875,-3.714570858283433,-3.9594207387903664,-3.784431137724551,-3.9755285371331217,-1.8203592814371257,-0.4407960969565554
34,96,25,1.0,-6.67590618336887,-0.6027944111776448,0.16085287846481877,-1.157684630738523,-6.563837953091684,-0.9680638722554891,-6.5736460554371,-3.3972055888223553,-2.1982942430703623
29,230,20,1.0,-6.530120481927711,0.018108651911468814,8.366800535475234E-4,-0.5895372233400402,-6.451556224899599,-0.5573440643863179,-6.453313253012048,-1.4668008048289738,-0.48435408299866134
48,145,12,1.0,-7.773640085786703,0.038461538461538464,0.0019496977968414895,1.0,-7.773640085786703,1.0,-7.773640085786703,-5.254273504273504,-0.9510625852992786
47,196,10,1.0,-6.259820924417197,0.0,0.0,1.0,-6.259820924417197,1.0,-6.259820924417197,0.0577319587628866,-0.30975235944180046
36,173,22,1.0,-8.01803607214429,0.06352459016393443,0.006012024048096192,0.19057377049180327,-7.97625250501002,0.22540983606557377,-7.977955911823647,-6.528688524590164,-1.4467935871743487
17,166,15,1.0,-7.068130883012103,0.028142589118198873,0.0012550425818018825,-3.279549718574109,-6.77346481398476,-3.2195121951219514,-6.78018825638727,-2.0318949343339585,-0.578664276109368
48,116,16,1.0,-6.177605869686578,0.079002079002079,0.03030544700534333,1.0,-6.177605869686578,1.0,-6.177605869686578,-6.072765072765073,-1.3223542547252571
25,238,20,1.0,-5.446067898581865,0.02666666666666667,0.001289213579716373,-2.24,-5.31413837559089,-2.18,-5.316860048703624,-0.38666666666666666,-0.27811201833548205
18,142,15,1.0,-8.883593235229519,0.028790786948176585,0.001976718647045904,-3.042226487523992,-8.56061937184274,-2.9731285988483687,-8.569404788051834,-5.460652591170826,-1.2929936305732483
42,129,18,1.0,-7.354994430003713,0.07735849056603773,0.01838098774600817,0.9792452830188679,-7.353973264017824,0.9792452830188679,-7.353973264017824,-5.639622641509434,-1.6187337541774973
3,216,13,1.0,-6.255139056831923,0.0,0.0,-2.972,-4.037404272470778,-3.156,-4.07279322853688,0.1,-0.28246674727932286
30,191,8,1.0,-6.606490872210953,0.004106776180698152,1.6903313049357674E-4,1.0,-6.606490872210953,1.0,-6.606490872210953,0.1026694045174538,-0.3152467883705206
23,235,6,1.0,-6.150802478944859,0.001996007984031936,7.94533608771651E-5,1.0,-6.150802478944859,1.0,-6.150802478944859,0.08982035928143713,-0.22620371841728906
13,105,20,1.0,-6.727311754099768,0.10444874274661509,0.023525371340259293,-7.5473887814313345,-5.67854383102945,-7.531914893617022,-5.701210612174809,-5.793036750483559,-1.4298961105864172
2,187,21,1.0,-6.763975155279503,0.03162055335968379,0.0015527950310559005,-1.401185770750988,-3.9038129744651484,-1.466403162055336,-3.9302104899930987,-2.9051383399209487,-0.6071428571428571
49,136,11,1.0,-6.553503986571548,0.021645021645021644,0.0015107007973143096,1.0,-6.553503986571548,1.0,-6.553503986571548,-3.893939393939394,-0.6504406210658833
35,86,15,1.0,-7.295695455802378,0.019880715705765408,0.0774264909208222,0.9622266401590457,-7.293944142317264,0.9642147117296223,-7.294036316711217,-4.761431411530815,-2.114757120471933
22,92,11,1.0,-6.4043603455368165,0.05,0.004689428218839983,0.8104166666666667,-6.396791443850267,0.8166666666666667,-6.397038255861785,-5.252083333333333,-0.8677910324969148
9,73,12,1.0,-6.81725006514375,0.08333333333333333,0.010596716754972639,-7.879166666666666,-5.897941457482846,-7.839583333333334,-5.928341874402849,-6.38125,-1.2436376270303136
20,172,5,1.0,-7.227443093518604,0.0019267822736030828,9.141603437242893E-5,1.0,-7.227443093518604,1.0,-7.227443093518604,0.08670520231213873,-0.32662949081268855
1,59,5,1.0,-7.704061895551257,0.01383399209486166,5.802707930367504E-4,-0.39723320158102765,-4.049516441005803,-0.6245059288537549,-4.156382978723404,-1.5395256916996047,-0.5886847195357834
41,119,25,1.0,-6.942110836569008,-0.1414141414141414,0.0913342746205436,0.24848484848484848,-6.906106600776562,0.27474747474747474,-6.907518531591952,-4.444444444444445,-2.054888810448288
28,104,13,1.0,-6.772691942309353,0.08712121212121213,0.009845409793591848,0.9431818181818182,-6.77010104499525,0.9431818181818182,-6.77010104499525,-5.441287878787879,-1.106658606097245
23,106,10,1.0,-6.181042048990665,0.04038461538461539,0.0020745232585973033,0.9519230769230769,-6.179047315088167,0.9596153846153846,-6.179366472512567,-2.5134615384615384,-0.5282853267374132
37,122,19,1.0,-6.5332719511174355,0.07459677419354839,0.024859797438687537,0.8346774193548387,-6.5263246003180715,0.8467741935483871,-6.526826818448146,-6.014112903225806,-1.372729555536955
7,95,8,1.0,-7.036431824270024,0.017892644135188866,8.92936869363336E-4,-6.856858846918489,-6.256540762568086,-6.737574552683896,-6.285561210822395,-1.320079522862823,-0.48915081703723545
3,139,19,1.0,-7.014247551202137,0.05108055009823183,0.0038290293855743544,-2.218074656188605,-4.219857524487979,-2.3064833005893908,-4.248174532502226,-4.7956777996070725,-0.9227070347284061
14,196,18,1.0,-6.480674923115285,0.022172949002217297,7.480674923115285E-4,-7.878048780487805,-5.74698695037819,-7.8470066518847,-5.759371623306459,-1.5210643015521064,-0.43737012717147367
4,138,22,1.0,-6.80504726389732,0.04642166344294004,0.007284710779637499,-2.9613152804642167,-4.248287225739311,-3.0618955512572534,-4.275518168415576,-5.564796905222437,-1.0418870869829155
9,67,20,1.0,-6.9907662256947525,-0.14343434343434344,0.11533339252419426,-7.242424242424242,-5.233152801207494,-7.44040404040404,-5.307111781940868,-4.214141414141414,-2.161679836633224
46,159,11,1.0,-8.194932570494483,0.020161290322580645,8.173273395995096E-4,1.0,-8.194932570494483,1.0,-8.194932570494483,-3.1471774193548385,-0.7614425827543931

