"b","f","n","five_means_ce","five_means_pe","four_means_ce","four_means_pe","three_means_ce","three_means_pe","two_means_ce","two_means_pe",SCT_ce,"SCT_pe"
8,135,19,1.0,-7.801095247408567,0.03732809430255403,0.0037160179933502834,-6.479371316306484,-5.809211813025621,-6.552062868369352,-5.840015646391551,-5.827111984282908,-1.2721494230393116
26,230,12,1.0,-6.22543352601156,0.008032128514056224,3.211303789338471E-4,0.929718875502008,-6.222623635195889,0.9337349397590361,-6.222784200385356,0.0963855421686747,-0.2865285806037251
5,156,8,1.0,-6.611637347767253,0.002070393374741201,8.457374830852504E-5,-7.554865424430642,-5.330767929634641,-7.691511387163561,-5.387263193504736,0.12215320910973085,-0.31173883626522325
16,145,5,1.0,-8.309060819197352,0.0,0.0,0.9959919839679359,-8.308853951179147,0.9959919839679359,-8.308853951179147,0.12625250501002003,-0.4787960281340505
21,218,19,1.0,-7.317929759704251,0.02524271844660194,0.0014787430683918669,-3.5242718446601944,-7.009519408502773,-3.4466019417475726,-7.017560073937154,-2.0058252427184464,-0.5785582255083179
20,113,13,1.0,-6.622596764631151,0.05394990366088632,0.00364190734310155,-0.23121387283236994,-6.55941390700432,-0.17726396917148363,-6.562039468112137,-4.296724470134874,-0.7925806724824257
17,226,5,1.0,-7.603383997705764,0.0,0.0,1.0,-7.603383997705764,1.0,-7.603383997705764,0.1016260162601626,-0.33419367173310394
47,178,5,1.0,-6.019185774450164,0.004073319755600814,1.5598190609889253E-4,1.0,-6.019185774450164,1.0,-6.019185774450164,0.12016293279022404,-0.24161597254718453
48,133,17,1.0,-7.231205414304005,0.0826271186440678,0.016645326504481434,1.0,-7.231205414304005,1.0,-7.231205414304005,-6.697033898305085,-1.497805011889519
33,122,15,1.0,-7.153651023736184,0.05543710021321962,0.008516035513680015,0.9445628997867804,-7.151295524551549,0.9466950959488273,-7.151386120674035,-6.611940298507463,-1.2120855227396268
30,182,13,1.0,-8.925011027790031,0.00927643784786642,4.411116012351125E-4,0.9777365491651205,-8.923687692986325,0.9795918367346939,-8.923797970886634,-2.4137291280148423,-0.8169386854874283
38,114,19,1.0,-7.5445741953859295,0.0854368932038835,0.03626697047374917,0.8601941747572815,-7.537453716889775,0.8718446601941747,-7.538023355169467,-5.192233009708738,-1.9851894047279977
39,192,7,1.0,-6.940709370037057,0.0,0.0,1.0,-6.940709370037057,1.0,-6.940709370037057,0.1223175965665236,-0.32292218104817366
2,110,24,1.0,-6.655665192242259,0.098,0.024838380401497107,-1.662,-3.732817284790745,-1.792,-3.7675229669955765,-5.866,-1.4357774753317456
49,123,8,1.0,-7.201202843083652,0.00784313725490196,7.289958082741025E-4,1.0,-7.201202843083652,1.0,-7.201202843083652,-2.8450980392156864,-0.6656642974302898
48,187,21,1.0,-6.965306664306576,0.07212475633528265,0.0059297282945393395,0.9727095516569201,-6.96406761660324,0.9727095516569201,-6.96406761660324,-5.216374269005848,-0.981237277635189
16,123,11,1.0,-7.29646017699115,0.028397565922920892,0.0013827433628318584,-1.0304259634888437,-7.184550147492625,-0.9614604462474645,-7.188698377581121,-2.746450304259635,-0.6273045722713865
3,222,10,1.0,-6.4719800747198,0.0,0.0,-3.502923976608187,-4.318223329182233,-3.7387914230019494,-4.37750103777501,0.11695906432748537,-0.2943129929431299
10,98,25,1.0,-6.205187735169322,0.04780114722753346,0.07037066688015371,-6.252390057361377,-4.580978304379153,-6.363288718929255,-4.614282283243935,-5.013384321223709,-1.5797774397566249
45,136,14,1.0,-7.140376266280753,0.06339468302658487,0.00560781476121563,1.0,-7.140376266280753,1.0,-7.140376266280753,-5.631901840490798,-1.0646707670043416
4,117,20,1.0,-6.796257796257796,0.06584362139917696,0.009268884268884269,-3.2674897119341564,-4.263946638946639,-3.425925925925926,-4.296690921690922,-6.084362139917696,-1.1542792792792793
14,192,12,1.0,-5.891798759476223,0.012,5.360287924037063E-4,-3.178,-5.670112566046405,-3.042,-5.679301631059039,0.072,-0.27513592158664524
26,166,12,1.0,-7.075370121130552,0.012072434607645875,5.383580080753701E-4,0.937625754527163,-7.0724988784208165,0.9456740442655935,-7.072857783759534,-1.0442655935613683,-0.4890085240017945
6,122,21,1.0,-5.324666198172874,0.10683760683760683,0.010541110330288124,-5.1260683760683765,-3.6709065354884047,-5.252136752136752,-3.6936050597329584,-5.1431623931623935,-0.6851018973998595
40,166,23,1.0,-7.649687650168189,0.08108108108108109,0.0106679481018741,0.5328185328185329,-7.624891878904373,0.5579150579150579,-7.62614127823162,-5.789575289575289,-1.529553099471408
2,68,14,1.0,-7.426966292134831,0.0707070707070707,0.02359550561797753,-1.6727272727272726,-4.238389513108614,-1.8888888888888888,-4.297565543071161,-6.090909090909091,-1.6734082397003744
38,131,7,1.0,-7.140376266280753,0.013182674199623353,6.331403762662807E-4,1.0,-7.140376266280753,1.0,-7.140376266280753,-0.3408662900188324,-0.42592257597684513
20,175,13,1.0,-7.485762775787291,0.017110266159695818,7.542900245144258E-4,-0.21673003802281368,-7.4161795210258346,-0.16730038022813687,-7.4192909673769565,-1.064638783269962,-0.5289458796907411
45,102,18,1.0,-7.628127696289905,-0.09073724007561437,0.08992426421244368,0.9924385633270322,-7.627744223947848,0.994328922495274,-7.627840092033362,-3.937618147448015,-2.347905282331512
27,87,13,1.0,-6.578309195015157,0.09741550695825049,0.022819131020545638,0.8767395626242545,-6.5730885820141465,0.8807157057654076,-6.573256988885147,-5.938369781312128,-1.3614011451667227
23,205,8,1.0,-5.487421610322208,0.0,0.0,0.9958419958419958,-5.487277445397535,0.997920997920998,-5.487349527859871,0.07692307692307693,-0.21004829524976573
27,111,8,1.0,-7.16400580551524,0.013671875,7.25689404934688E-4,1.0,-7.16400580551524,1.0,-7.16400580551524,-1.765625,-0.5380986937590712
46,217,10,1.0,-6.7446002925737885,0.004008016032064128,1.7210222872386197E-4,1.0,-6.7446002925737885,1.0,-6.7446002925737885,0.11422845691382766,-0.34317184407538076
22,86,8,1.0,-7.688936088047885,0.043824701195219126,0.0028963120293492954,0.99800796812749,-7.688839544313574,0.99800796812749,-7.688839544313574,-4.780876494023905,-0.9543348136705928
38,124,7,1.0,-8.303287161463718,0.008048289738430584,3.101095720487906E-4,1.0,-8.303287161463718,1.0,-8.303287161463718,-1.6659959758551308,-0.6408931155675005
10,111,24,1.0,-5.728971962616822,0.07014028056112225,0.035065420560747664,-6.773547094188377,-4.28814953271028,-6.851703406813627,-4.312747663551402,-5.783567134268537,-1.1585794392523365
10,172,10,1.0,-6.387949433590544,0.010638297872340425,4.104416351994746E-4,-5.8,-5.933836808405845,-5.631914893617021,-5.954523066819898,0.125531914893617,-0.3139878509275981
28,169,12,1.0,-6.263336292470341,0.013861386138613862,5.649261560810266E-4,0.9782178217821782,-6.262448551367928,0.9782178217821782,-6.262448551367928,-0.48118811881188117,-0.361149221208942
4,210,10,1.0,-6.492507492507492,0.0,0.0,-5.230769230769231,-4.655178155178155,-5.520242914979757,-4.713286713286713,0.1437246963562753,-0.29978354978354976
19,148,12,1.0,-6.905138339920948,0.026217228464419477,0.0013175230566534915,-0.024344569288389514,-6.849890206411946,0.0149812734082397,-6.852173913043479,-1.3464419475655431,-0.5050505050505051
47,102,9,1.0,-7.815750808110491,0.07335907335907337,0.008130081300813009,1.0,-7.815750808110491,1.0,-7.815750808110491,-5.924710424710424,-1.4186502105984915
24,108,9,1.0,-6.354142833796372,0.03,0.0013891158686059814,0.998,-6.354061121098218,0.998,-6.354061121098218,-1.81,-0.48463801274718094
7,237,18,1.0,-6.530750564806293,0.0102880658436214,4.1837503137812733E-4,-6.090534979423868,-4.820433436532507,-6.170781893004115,-4.841519538113966,-0.26954732510288065,-0.36649652748723954
40,116,24,1.0,-7.465011286681715,-0.08541666666666667,0.08314522197140707,0.3229166666666667,-7.43180963130173,0.37083333333333335,-7.434161023325809,-4.433333333333334,-2.2821670428893905
5,200,12,1.0,-6.867820613690008,0.002,8.742022904100009E-5,-5.624,-5.006731357636157,-5.818,-5.049742110324329,0.076,-0.35142932074482036
28,81,25,1.0,-6.6778706705340385,-1.1131313131313132,0.20081897287152364,-3.505050505050505,-6.410936700221805,-3.2343434343434345,-6.43158164135813,-2.9535353535353535,-2.3183757038048114
3,207,12,1.0,-8.264024704065877,0.0,0.0,-2.822680412371134,-5.19547092125579,-3.022680412371134,-5.248893463715903,-0.0865979381443299,-0.4930519814719506
40,214,8,1.0,-6.647858599592114,0.0,0.0,1.0,-6.647858599592114,1.0,-6.647858599592114,0.13016528925619836,-0.30243031951053706
40,189,11,1.0,-6.890583903208838,0.006521739130434782,2.630194634402946E-4,1.0,-6.890583903208838,1.0,-6.890583903208838,-0.33695652173913043,-0.38541118709451166
32,232,7,1.0,-6.635530669381522,0.0,0.0,1.0,-6.635530669381522,1.0,-6.635530669381522,0.12380952380952381,-0.28616272164248746
3,185,7,1.0,-6.4202325006183525,0.0,0.0,-5.266811279826464,-4.53120620001649,-5.702819956616052,-4.6142303569956304,0.0824295010845987,-0.25509110396570206
46,139,24,1.0,-5.969720436769148,0.08383233532934131,0.048478277704638736,0.8143712574850299,-5.962363509641446,0.8243512974051896,-5.962750716332378,-5.644710578842315,-1.3495702005730659
47,127,10,1.0,-6.67590618336887,0.041916167664670656,0.001961620469083156,1.0,-6.67590618336887,1.0,-6.67590618336887,-3.564870259481038,-0.6665245202558635
3,106,22,1.0,-6.530120481927711,0.04426559356136821,0.022925033467202142,-2.1770623742454727,-3.867218875502008,-2.3078470824949697,-3.9026104417670684,-5.792756539235413,-1.3427878179384203
43,152,17,1.0,-7.773640085786703,0.06623931623931624,0.00565412361084032,0.9935897435897436,-7.7733476311171765,0.9935897435897436,-7.7733476311171765,-6.6239316239316235,-1.3043478260869565
10,165,16,1.0,-6.259820924417197,0.016494845360824743,7.259820924417198E-4,-7.872164948453608,-5.225457772041623,-7.876288659793815,-5.242881342260224,-1.5608247422680412,-0.43849318383479874
43,128,22,1.0,-8.01803607214429,0.0778688524590164,0.04629258517034068,0.8340163934426229,-8.009819639278557,0.8483606557377049,-8.010521042084168,-5.379098360655738,-2.235871743486974
44,127,19,1.0,-7.068130883012103,0.058161350844277676,0.025459435230838188,0.9662288930581614,-7.0664276109368,0.9681050656660413,-7.0665172568355,-5.330206378986867,-1.6467951591214702
32,134,24,1.0,-6.177605869686578,0.079002079002079,0.03030544700534333,-1.3575883575883576,-6.066432729882766,-1.2993762993762994,-6.06954302575963,-6.072765072765073,-1.3223542547252571
39,136,20,1.0,-5.446067898581865,0.10888888888888888,0.019194957742443775,0.7622222222222222,-5.438332617103566,0.7755555555555556,-5.4387623549634725,-6.0777777777777775,-0.8695745595186936
44,115,5,1.0,-8.883593235229519,0.005758157389635317,3.29453107840984E-4,1.0,-8.883593235229519,1.0,-8.883593235229519,-1.0479846449136276,-0.6573687678453767
4,216,11,1.0,-7.354994430003713,0.0,0.0,-4.305660377358491,-5.110193093204605,-4.577358490566038,-5.173505384329744,0.1339622641509434,-0.3986260675826216
47,218,21,1.0,-6.255139056831923,0.036,0.002176541717049577,0.98,-6.254332930270053,0.98,-6.254332930270053,-3.076,-0.5477629987908101
38,110,16,1.0,-6.606490872210953,0.08418891170431211,0.0254394861392833,0.9876796714579056,-6.605983772819473,0.9876796714579056,-6.605983772819473,-5.876796714579055,-1.3979885057471264
26,198,22,1.0,-6.150802478944859,0.04590818363273453,0.0027014142698236136,-2.4331337325349303,-5.965358334657556,-2.3792415169660677,-5.969013189257906,-3.2674650698602794,-0.5845383759733037
30,226,10,1.0,-6.727311754099768,0.007736943907156673,3.4343607795998967E-4,1.0,-6.727311754099768,1.0,-6.727311754099768,0.13926499032882012,-0.33339057267966
31,118,22,1.0,-6.763975155279503,0.0533596837944664,0.042443064182194616,-0.849802371541502,-6.670548654244306,-0.7747035573122529,-6.674775707384403,-5.531620553359684,-1.6571773636991027
48,161,23,1.0,-6.553503986571548,0.07142857142857142,0.013680234997901804,0.8939393939393939,-6.54939152328997,0.8982683982683982,-6.549559378934116,-6.6688311688311686,-1.2424674779689466
1,139,23,1.0,-7.295695455802378,0.073558648111332,0.008572218637662457,-0.8548707753479126,-3.920269149230344,-0.9244532803180915,-3.9508710480228593,-5.920477137176938,-1.2486865148861646
12,127,24,1.0,-6.4043603455368165,0.06458333333333334,0.017688194158782394,-7.670833333333333,-5.05034965034965,-7.758333333333334,-5.073467708761826,-6.122916666666667,-1.242040312628548
29,133,21,1.0,-6.81725006514375,0.08333333333333333,0.01467905845565882,-1.19375,-6.706939980891167,-1.125,-6.7105011725875094,-6.402083333333334,-1.3511682445930686
34,149,10,1.0,-7.227443093518604,0.009633911368015413,2.742481031172868E-4,1.0,-7.227443093518604,1.0,-7.227443093518604,-1.1329479768786128,-0.5079989030075875
29,234,7,1.0,-7.704061895551257,0.0,0.0,1.0,-7.704061895551257,1.0,-7.704061895551257,0.13043478260869565,-0.3935203094777563
18,116,13,1.0,-6.942110836569008,0.050505050505050504,0.0029121073067419696,-1.288888888888889,-6.819978821037769,-1.2262626262626262,-6.824391104835863,-4.476767676767677,-0.835951288386869
32,104,8,1.0,-6.772691942309353,0.020833333333333332,0.001036358925641247,1.0,-6.772691942309353,1.0,-6.772691942309353,-2.503787878787879,-0.600224544433889
3,188,17,1.0,-6.181042048990665,0.015384615384615385,6.383148487991702E-4,-2.3134615384615387,-3.872337030240166,-2.4326923076923075,-3.8959546796457354,-0.6884615384615385,-0.37078113779621796
36,89,22,1.0,-6.5332719511174355,-0.5887096774193549,0.18908512597304764,0.22379032258064516,-6.49903741525069,0.28830645161290325,-6.501967021009459,-3.5201612903225805,-2.137021846488658
25,151,22,1.0,-7.036431824270024,0.06759443339960239,0.008393606572015358,-3.2306163021868786,-6.767032770783105,-3.15506958250497,-6.774444146798821,-5.944333996023857,-1.238235556746138
39,131,23,1.0,-7.014247551202137,0.05108055009823183,0.04016028495102404,0.4086444007858546,-6.98619768477293,0.43418467583497056,-6.98753339269813,-5.49705304518664,-1.7515583259127336
30,137,5,1.0,-6.480674923115285,0.0,0.0,1.0,-6.480674923115285,1.0,-6.480674923115285,0.11529933481152993,-0.27728368381680657
32,207,21,1.0,-6.80504726389732,0.027079303675048357,0.001647732200156101,-0.16247582205029013,-6.747203191397103,-0.13733075435203096,-6.748330587113,-3.261121856866538,-0.6491197641141271
30,138,12,1.0,-6.9907662256947525,0.03232323232323232,0.0021308709935186007,0.9858585858585859,-6.990144721654977,0.9878787878787879,-6.990233507946373,-2.9656565656565657,-0.6249667051407263
38,222,11,1.0,-8.194932570494483,0.004032258064516129,2.043318348998774E-4,1.0,-8.194932570494483,1.0,-8.194932570494483,-0.1028225806451613,-0.48968124233755617
3,209,16,1.0,-6.547169811320755,0.019011406844106463,8.385744234800838E-4,-2.344106463878327,-4.117232704402515,-2.435361216730038,-4.145324947589098,-0.26996197718631176,-0.38054507337526206
2,111,25,1.0,-7.297990042411949,0.05671077504725898,0.027844366586760094,-1.3081285444234405,-4.064355522773373,-1.4007561436672968,-4.101788677853587,-5.4366729678638945,-1.7599114881062143
6,209,12,1.0,-8.003601440576231,0.0,0.0,-6.549707602339181,-6.110644257703081,-6.686159844054581,-6.156462585034014,-0.001949317738791423,-0.4723889555822329
22,135,20,1.0,-6.62970498474059,0.05394190871369295,0.008816547982366904,-3.7572614107883817,-6.345116988809766,-3.6576763485477177,-6.3529162427941674,-5.985477178423237,-1.0999491353001016
27,193,18,1.0,-6.9232326789330045,0.023668639053254437,8.803591865481116E-4,-0.3214990138067061,-6.8544766264635975,-0.28205128205128205,-6.856765560348622,-2.603550295857988,-0.6300730698124835
9,59,22,1.0,-6.504377553572917,-0.9137254901960784,0.19177853748019677,-6.737254901960784,-4.790377720336863,-7.025490196078431,-4.878679229550571,-3.2470588235294118,-2.207704494288335
45,230,7,1.0,-7.305647840531561,0.0,0.0,1.0,-7.305647840531561,1.0,-7.305647840531561,0.11685823754789272,-0.3348098929494278
7,129,21,1.0,-6.457121551081283,0.06570841889117043,0.008451404424558787,-5.544147843942505,-4.571712652249565,-5.673511293634497,-4.598226862208965,-5.640657084188912,-1.0022371364653244
27,144,13,1.0,-7.351893095768374,0.03180914512922465,0.0016703786191536749,0.904572564612326,-7.347253155159614,0.9105367793240556,-7.3475315515961395,-3.3339960238568587,-0.7239235337787676
19,96,19,1.0,-6.615501776950414,0.05296610169491525,0.043577593501438486,-5.294491525423729,-6.2139109832458965,-5.15042372881356,-6.227026569639533,-6.279661016949152,-1.5676933491284482
9,137,25,1.0,-7.019246190858059,0.08602150537634409,0.012117972021741067,-6.612903225806452,-5.05016484006059,-6.744086021505376,-5.07413347589771,-6.7290322580645165,-1.3589058184086251
1,107,19,1.0,-7.155128669807901,0.050314465408805034,0.009061254077564335,-1.0817610062893082,-3.8124320405944183,-1.1844863731656186,-3.8514860456687208,-6.50524109014675,-1.2960311707140268
39,92,12,1.0,-7.53161437103043,0.0446927374301676,0.02682718741112902,1.0,-7.53161437103043,1.0,-7.53161437103043,-5.268156424581005,-1.8380889183808893
24,142,6,1.0,-7.1381680079573195,0.0,0.0,1.0,-7.1381680079573195,1.0,-7.1381680079573195,0.12048192771084337,-0.3635048376887603
5,136,13,1.0,-7.753160863645205,0.028142589118198873,0.0013616028010114763,-5.302063789868668,-5.54629449523439,-5.472795497185741,-5.584905660377358,-2.5891181988742966,-0.7045321921805097
13,125,6,1.0,-6.79896013864818,0.0038910505836575876,1.733102253032929E-4,0.9221789883268483,-6.795407279029463,0.9357976653696498,-6.796013864818025,0.12840466926070038,-0.34878682842287695
47,169,17,1.0,-6.656316461080391,0.03162055335968379,0.0027222458528285837,1.0,-6.656316461080391,1.0,-6.656316461080391,-4.468379446640316,-0.7941301573798384
4,99,6,1.0,-7.801095247408567,0.003929273084479371,1.9557989438685703E-4,-7.182711198428291,-6.187169958928222,-7.257367387033399,-6.266575396049286,-0.0825147347740668,-0.478779581459026
13,130,17,1.0,-6.22543352601156,0.050200803212851405,0.0039338471419396275,-7.134538152610442,-5.493657675016056,-7.106425702811245,-5.508269107257546,-4.453815261044177,-0.7199743095696853
21,139,15,1.0,-6.611637347767253,0.041407867494824016,0.0018606224627875508,-1.0579710144927537,-6.508964817320703,-0.989648033126294,-6.512686062246279,-3.8509316770186337,-0.6731224627875507
47,188,15,1.0,-8.309060819197352,0.022044088176352707,0.001551510136532892,0.9979959919839679,-8.30895738518825,0.9979959919839679,-8.30895738518825,-3.969939879759519,-0.9072196938353331
13,105,6,1.0,-7.317929759704251,0.009708737864077669,4.621072088724584E-4,0.8660194174757282,-7.311275415896488,0.8796116504854369,-7.311922365988909,-0.05631067961165048,-0.4127541589648798
6,80,9,1.0,-6.622596764631151,0.04238921001926782,0.002032692470568307,-7.271676300578035,-5.496993309053951,-7.304431599229287,-5.532396036249683,-3.167630057803468,-0.6397899551113746
9,216,12,1.0,-7.603383997705764,0.0,0.0,-7.512195121951219,-6.579103336201128,-7.443089430894309,-6.612560940636651,0.016260162601626018,-0.42959564095210784
16,109,17,1.0,-6.019185774450164,0.10183299389002037,0.01232257058181251,-5.507128309572302,-5.588285758851973,-5.3991853360488795,-5.60138823896428,-5.513238289205702,-0.9350335361098112
11,188,11,1.0,-7.231205414304005,0.006355932203389831,2.743735138101335E-4,-5.864406779661017,-6.729833546734955,-5.669491525423729,-6.750503018108652,0.00423728813559322,-0.3870495701481617
34,209,18,1.0,-7.153651023736184,0.017057569296375266,6.341728574017033E-4,0.7398720682302772,-7.142326508425439,0.746268656716418,-7.142598296792897,-2.605543710021322,-0.5927704294256206
10,206,21,1.0,-8.925011027790031,0.02040816326530612,0.0013233348037053375,-6.448979591836735,-6.878694309660344,-6.504638218923933,-6.9047198941332155,-4.267161410018553,-1.1071901191001323
46,135,22,1.0,-7.5445741953859295,0.09320388349514563,0.034652995347954046,0.9087378640776699,-7.540112028861673,0.916504854368932,-7.540491787714801,-5.244660194174758,-1.9662014620715846
41,193,14,1.0,-6.940709370037057,0.02575107296137339,0.0010587612493382743,0.9978540772532188,-6.940621139932945,0.9978540772532188,-6.940621139932945,-1.5321888412017168,-0.4745897300158814
16,191,18,1.0,-6.655665192242259,0.028,0.0011908812521265737,-5.986,-6.101224906430759,-5.916,-6.111177271180674,-1.998,-0.5136951343994556
19,173,12,1.0,-7.201202843083652,0.00392156862745098,1.8224895206852561E-4,-0.14901960784313725,-7.140331693092764,-0.1,-7.143247676325861,-0.5843137254901961,-0.4525241479861491
49,168,22,1.0,-6.965306664306576,0.07992202729044834,0.011505442959553943,0.9629629629629629,-6.963625099566333,0.9649122807017544,-6.963713602973715,-5.955165692007797,-1.2735640322152404
29,217,18,1.0,-7.29646017699115,0.02231237322515213,0.0011061946902654867,0.06693711967545639,-7.2482485250737465,0.08924949290060852,-7.249631268436578,-2.105476673427992,-0.5671091445427728
7,220,20,1.0,-6.4719800747198,0.023391812865497075,0.0010792860107928601,-5.298245614035087,-4.66392694063927,-5.37037037037037,-4.683354088833541,-0.9688109161793372,-0.4347862183478622
4,178,8,1.0,-6.205187735169322,0.0,0.0,-5.747609942638623,-4.687535025218157,-5.9311663479923515,-4.749899927948123,0.10325047801147227,-0.2708350012008646
47,119,22,1.0,-7.140376266280753,0.0,0.0785998552821997,0.934560327198364,-7.137481910274964,0.9366053169734151,-7.137572358900145,-4.930470347648262,-2.059967438494935
22,186,20,1.0,-6.796257796257796,0.030864197530864196,0.0019923769923769923,-3.9156378600823047,-6.497834372834373,-3.8271604938271606,-6.504158004158004,-3.596707818930041,-0.6743762993762994
1,86,10,1.0,-5.891798759476223,0.04,0.0022206907113867832,-1.014,-3.2727620797917147,-1.168,-3.3134236924726244,-2.096,-0.45217857416341223
1,186,17,1.0,-7.075370121130552,0.01609657947686117,7.178106774338268E-4,-1.0362173038229376,-3.9350381336922386,-1.1207243460764587,-3.9653656348138178,-1.460764587525151,-0.5235531628532974
6,155,19,1.0,-5.324666198172874,0.05982905982905983,0.002881236823612087,-5.44017094017094,-3.7751932536893884,-5.57051282051282,-3.7938158819395644,-2.3034188034188032,-0.39058327477160926
26,163,5,1.0,-7.649687650168189,0.0,0.0,1.0,-7.649687650168189,1.0,-7.649687650168189,0.12162162162162163,-0.3865449303219606
5,236,23,1.0,-7.426966292134831,0.028282828282828285,0.0013108614232209739,-3.3454545454545452,-4.799344569288389,-3.4464646464646465,-4.820131086142322,-2.61010101010101,-0.6217228464419475
32,139,13,1.0,-7.140376266280753,0.04519774011299435,0.0026230101302460204,0.9811676082862524,-7.139471780028944,0.9811676082862524,-7.139471780028944,-3.721280602636535,-0.7654667149059334
8,222,18,1.0,-7.485762775787291,0.017110266159695818,7.542900245144258E-4,-6.2908745247148286,-5.681029605883462,-6.366920152091255,-5.703281161606638,-1.079847908745247,-0.530171600980577
44,207,12,1.0,-7.628127696289905,0.011342155009451797,5.752085130859936E-4,1.0,-7.628127696289905,1.0,-7.628127696289905,-0.5236294896030246,-0.48844789569552294
18,171,19,1.0,-6.578309195015157,0.03578528827037773,0.002441899629504884,-5.286282306163022,-6.115358706635231,-5.222664015904573,-6.123273829572247,-3.4015904572564613,-0.6479454361737959
18,145,22,1.0,-5.487421610322208,0.07276507276507277,0.007929070857060478,-6.708939708939709,-4.9581921718445905,-6.642411642411642,-4.9680674691847475,-4.8066528066528065,-0.6878829380811649
28,193,8,1.0,-7.16400580551524,0.001953125,9.0711175616836E-5,1.0,-7.16400580551524,1.0,-7.16400580551524,0.126953125,-0.3543178519593614
11,70,7,1.0,-6.7446002925737885,0.03406813627254509,0.002409431202134068,-0.46292585170340683,-6.671542896480509,-0.3967935871743487,-6.675845452198606,-3.2925851703406814,-0.6537303158075897
9,75,14,1.0,-7.688936088047885,0.055776892430278883,0.02104653407993821,-7.948207171314741,-6.358177254296196,-7.960159362549801,-6.402201197142306,-5.99601593625498,-1.7777563236145975
35,235,23,1.0,-8.303287161463718,0.022132796780684104,0.00196402728964234,-0.2776659959758551,-8.227413686169113,-0.24748490945674045,-8.229377713458755,-4.758551307847083,-1.0210874508993177
6,154,24,1.0,-5.728971962616822,0.08016032064128256,0.007700934579439252,-4.138276553106213,-3.8354392523364487,-4.24248496993988,-3.8530093457943924,-4.486973947895792,-0.7062429906542056
9,60,24,1.0,-6.387949433590544,-1.0808510638297872,0.19668363158758825,-6.8,-4.5495813495320965,-7.1127659574468085,-4.63298308980463,-3.295744680851064,-2.1923329502544737
21,93,14,1.0,-6.263336292470341,0.06534653465346535,0.013316116536195625,-0.36435643564356435,-6.197966265838108,-0.297029702970297,-6.201355822774595,-5.657425742574257,-1.0893390363973852
