Time,Blue Intensity,Green Intensity,Red Intensity,"Green Red Intensity Correlation Quotient,Green Red Pearson"
0.0,760.6495971679688,144.69944763183594,598.2710571289062,0.8220525469098773,0.6460577795343713
0.0,988.95166015625,297.1899108886719,400.22845458984375,0.744045691056685,0.42827249423941627
0.0,698.9285278320312,190.6811981201172,611.816162109375,0.7717624770270454,0.5046377315062873
0.0,749.6073608398438,96.99169921875,949.2083129882812,0.8251665555513822,0.7332441750221069
0.0,1199.5343017578125,298.5400085449219,373.46844482421875,0.7914397120475769,0.5385576868953899
0.0,662.784912109375,74.8414077758789,626.5083618164062,0.7773372786385673,0.5798868819814391
0.0,926.649658203125,106.80431365966797,750.8629760742188,0.7829404558454242,0.40483263812311354
0.0,738.7410888671875,126.65060424804688,480.8900451660156,0.781741582430326,0.5481277986392838
0.0,640.9728393554688,71.36072540283203,319.1971435546875,0.7695479393005371,0.6279947037126234
0.0,800.3674926757812,189.51309204101562,722.6576538085938,0.8334002494812012,0.6994298744133088
0.0,652.9953002929688,70.14989471435547,504.5372314453125,0.7723061243693033,0.5826991124527382
0.0,646.5156860351562,39.61347961425781,188.2622528076172,0.6332260131835937,0.283781334913571
0.0,750.5579223632812,130.13694763183594,319.16912841796875,0.7810559272766113,0.5260824126951057
0.0,861.020263671875,103.78143310546875,346.82177734375,0.8055582046508789,0.6202279943133848
0.0,697.9551391601562,125.06657409667969,345.66937255859375,0.7741902896336147,0.5671542864458142
0.0,963.4412231445312,99.35016632080078,709.3355712890625,0.8177269526890346,0.7116592324066904
0.0,959.010986328125,172.4880828857422,191.0240936279297,0.7253893852233887,0.4762308688821267
0.0,770.8692626953125,162.96424865722656,320.1101379394531,0.8214312659369575,0.7082326904098827
0.0,919.7105102539062,139.0680694580078,385.65093994140625,0.8501901626586914,0.7607339708354727
0.0,1064.5372314453125,114.47830200195312,1000.5822143554688,0.8742482185363769,0.7674735796744029
0.0,950.338623046875,133.84515380859375,530.6727294921875,0.7981625965663365,0.47878267240684397
0.0,1026.175537109375,97.09239959716797,283.2134704589844,0.8024072117275662,0.6290235583008914
0.0,1073.481201171875,124.14863586425781,659.3284301757812,0.8221275465829032,0.7581850714755733
